state,district,population,households,literacy_rate,sc_st_share,dilapidated_housing_rate,no_latrine_rate,no_bathing_facility_rate,low_income_household_rate,rural_household_share,seismic_exposure,landslide_exposure,flood_exposure,cyclone_exposure,urgency_score,predicted_urgency
Assam,Nalbari,771639.0,238944.0,0.6891447943921963,0.10831489854711854,0.06093477969733494,0.20480112494977903,0.3117759809829918,0.00021762421320476764,0.8818216820677648,0.9,0.5,1.0,0.0,0.39495762946161556,0.39728981579415373
Manipur,Bishnupur,237399.0,56149.0,0.658524256631241,0.10699286854620281,0.0419419758143511,0.037418297743503894,0.5054943097828991,0.0013713512262017132,0.6229318420630822,1.0,0.8,0.45,0.0,0.3493062348096268,0.397194090943641
Manipur,Ukhrul,183998.0,41890.0,0.7056000608702269,0.9448689659670214,0.043136786822630696,0.13399379326808308,0.17240391501551683,0.0018858916209119122,0.8613989018858916,1.0,0.8,0.45,0.0,0.40834169687786914,0.3971771608292973
Uttarakhand,Rudraprayag,242285.0,117159.0,0.7055038487731391,0.19838207070185937,0.008262276052202562,0.21171228842854584,0.20071014604085047,0.0004267704572418679,0.9619832876688944,0.9,1.0,0.5,0.0,0.3947242879971329,0.39675174240150324
Tamil Nadu,Namakkal,1726601.0,627484.0,0.6811828557958671,0.23308859429596068,0.011891936686831856,0.3338634929336844,0.2344792855275991,0.0004924428351957978,0.5902254081378967,0.3,0.5,0.5,0.85,0.3965500231397575,0.3963009696528742
Nagaland,Phek,163418.0,46198.0,0.6479885936677722,0.9616198949932077,0.017165245248712064,0.1210442010476644,0.17303779384388934,0.000757608554482878,0.8420927312870687,1.0,0.8,0.3,0.0,0.38892087151099375,0.3962143926448283
Uttarakhand,Chamoli,391605.0,186340.0,0.716425990475096,0.23385043602609773,0.010518407212622089,0.20865085327895244,0.21046474186970054,0.0004185896747880219,0.8770741655039176,0.9,1.0,0.5,0.0,0.3955708839649135,0.39593036319883773
Gujarat,Narmada,590297.0,160369.0,0.6273723227460075,0.8303023732121289,0.010407248283645842,0.5813530046330649,0.35448871041161323,0.0006235619103442685,0.8612699461866071,0.75,0.05,0.5,0.7,0.40852565981255984,0.3958112096163599
Assam,Dibrugarh,1326335.0,377015.0,0.6668986342062903,0.12195033683043877,0.03912045939816718,0.1392199249366736,0.25246210362982907,0.00013792554672890998,0.7953317507260984,0.9,0.5,1.0,0.0,0.3910102766827453,0.39518956738131883
Tamil Nadu,Virudhunagar,1942288.0,734724.0,0.7201753807880191,0.20703675253103557,0.009641715800763279,0.3855012222276664,0.30261295397999793,0.0004954241320550302,0.4951274219979203,0.3,0.5,0.5,0.85,0.39397260994093475,0.39425636444315243
Tamil Nadu,Thanjavur,2405890.0,753372.0,0.7444222304427883,0.1906250909226939,0.0291184169308124,0.40856177293554846,0.4379509724279639,0.0006384628045640135,0.6359009891527692,0.3,0.5,0.5,0.85,0.393429505854786,0.3941992370864555
Gujarat,Tapi,807022.0,218489.0,0.607215168855372,0.8518826004743365,0.008032440992452709,0.5670491420620718,0.32230455537807395,0.0012769521577745333,0.8800076891742834,0.75,0.05,0.5,0.7,0.4112465644820995,0.3941538505768722
Andhra Pradesh,Adilabad,2741239.0,817714.0,0.5411228280350601,0.359104040180371,0.043808715516672085,0.5454400927463636,0.3344824718666918,0.0007924531070765573,0.7306539939392013,0.3,0.05,0.6,0.95,0.4018988242558428,0.39393612546709544
Jammu And Kashmir,Kargil,140802.0,48144.0,0.6124628911521143,0.8689791338191218,0.011943336656696576,0.010011631771352609,0.13137670322366235,0.0008100697906281157,0.8385260884014623,0.9,0.9,0.4,0.0,0.4017542280966472,0.393691487598169
Mizoram,Mamit,86364.0,20855.0,0.6969454865453198,0.950986522162012,0.04147686406137617,0.10385998561496045,0.3960201390553824,0.0006713018460800767,0.8020139055382403,1.0,0.85,0.3,0.0,0.3904795789077983,0.3934936758345685
Uttarakhand,Garhwal,687271.0,316462.0,0.7200783970224264,0.18126183121359696,0.008857303562513035,0.2232527128059609,0.181737459789801,0.0004518709987297053,0.8837775151518982,0.9,1.0,0.5,0.0,0.3926949927744671,0.3927060135973494
Assam,Sivasagar,1151050.0,405229.0,0.7067503583684462,0.07939359715042787,0.03596238176438508,0.14578917106130115,0.21661332234366248,0.0001283225040656024,0.8888356953722463,0.9,0.5,1.0,0.0,0.38306407095124984,0.3925816603066282
Himachal Pradesh,Kinnaur,84121.0,44514.0,0.7215677417054005,0.754817465317816,0.004358179449162061,0.12838657501010917,0.12654445792334995,0.0004717616929505324,1.0,0.9,1.0,0.4,0.0,0.40576740559433205,0.3918207560660548
Assam,Jorhat,1092256.0,367154.0,0.7277863431283509,0.20932455395072216,0.04584724665943991,0.20105732199567483,0.23777216100056106,0.0001416299427488193,0.7798634905244121,0.9,0.5,1.0,0.0,0.39485922226944226,0.3915946177727296
Andhra Pradesh,Nalgonda,3488809.0,1030937.0,0.5735536109887357,0.2957066437285618,0.04399686886783576,0.49670154432327096,0.3837363485838611,0.0009389516527198073,0.8084916925088536,0.3,0.05,0.6,0.95,0.38888169739195677,0.39148042895854135
Tripura,Dhalai,378230.0,103528.0,0.730288448827433,0.7199217407397616,0.059790588053473454,0.2190808283749324,0.6482304304149602,0.0006278494706746001,0.8640850784328877,0.9,0.6,0.6,0.0,0.3823965842260575,0.39125065080333526
Jammu And Kashmir,Leh(Ladakh),133487.0,54394.0,0.7024654086165694,0.7217556765827384,0.006820605213810347,0.032742581902415704,0.19253961834025812,0.0006066845607971467,0.6787513328675957,0.9,0.9,0.4,0.0,0.3812373160544122,0.39100912604634064
Jammu And Kashmir,Kulgam,424483.0,121130.0,0.4925638953739019,0.06253725119733888,0.026368364566994137,0.2871708082225708,0.23305539503013292,2.476677949310658e-05,0.7921406753075209,0.9,0.9,0.4,0.0,0.38969533588902033,0.39081504313500404
Jammu And Kashmir,Kupwara,870354.0,181664.0,0.5051438839828392,0.08203558552037447,0.04658600493218249,0.24288246432975164,0.22247666020785625,0.0014257090012330456,0.8721485819975339,0.9,0.9,0.4,0.0,0.38724137527609936,0.3905852968187747
Himachal Pradesh,Kullu,437903.0,188704.0,0.7026030878984615,0.31852031157585126,0.005919323384771918,0.20396493979989824,0.15588434797354586,0.0005193318636594878,0.8902566983211803,0.9,1.0,0.4,0.0,0.38582334275249497,0.3902674301491392
Tamil Nadu,Vellore,3936331.0,1140300.0,0.7046988680575896,0.2370651756673918,0.016110672630009648,0.4593922651933702,0.20532052968517056,0.0006919231781110234,0.5730939226519337,0.3,0.5,0.5,0.85,0.4053345213884011,0.3900688301945025
Andhra Pradesh,Vizianagaram,2344474.0,749514.0,0.5282157106455435,0.20613749608654222,0.02388614488855445,0.6093441883673955,0.4724648238725361,0.0008178633087574081,0.7904562156277267,0.3,0.05,0.6,0.95,0.39727609581506984,0.3892593803254895
Bihar,Purnia,3264619.0,798596.0,0.4081107167482637,0.1624940000655513,0.04441544911319365,0.6849921612429815,0.5092687666855331,0.0010293064327895458,0.8926253074145125,0.75,0.05,1.0,0.0,0.3917145613596782,0.3890465551179094
Andhra Pradesh,Warangal,3512576.0,1046987.0,0.5878941836418629,0.326472082027549,0.059368454431621406,0.4695960885856271,0.3664381697193948,0.0008959041516274797,0.7246871260101606,0.3,0.05,0.6,0.95,0.38796343314699533,0.38874376726159854
Andhra Pradesh,Srikakulam,2703114.0,902436.0,0.5532067829917643,0.1560355945032285,0.02433524371811408,0.5914369550860117,0.566504439095958,0.0008233270835826585,0.8341333900686586,0.3,0.05,0.6,0.95,0.3889495593955929,0.3886887793177857
Andhra Pradesh,Khammam,2797370.0,870625.0,0.5827738196949277,0.4391485573949817,0.03851600861450108,0.43609820531227567,0.3949427135678392,0.0008407753050969131,0.7687144292893037,0.3,0.05,0.6,0.95,0.39136509355185,0.38846636072625734
Bihar,Jamui,1760405.0,356760.0,0.4877218594584769,0.21667854840221426,0.069536943603543,0.728946630788205,0.6842723399484247,0.0011099899091826437,0.913524498262137,0.75,0.05,1.0,0.0,0.3908467970043822,0.38843706818909046
Bihar,Banka,2034763.0,444096.0,0.47441446497700224,0.16625523463912012,0.05773751621271077,0.7442309770860355,0.6565787577460729,0.001148400345871163,0.9583603545179421,0.75,0.05,1.0,0.0,0.38955595698647877,0.3883488291960536
Jammu And Kashmir,Ganderbal,297446.0,77346.0,0.48168743234066014,0.20570792681696845,0.049052310397434906,0.13067256225273446,0.13034933933235074,5.171566726139684e-05,0.8247097458174955,0.9,0.9,0.4,0.0,0.3887862110402117,0.3882922408294913
Jammu And Kashmir,Bandipore,392232.0,98076.0,0.4741556017866977,0.19316628933896265,0.03998939597862882,0.1347832293323545,0.13123496064276682,6.117704637220115e-05,0.8210061584893348,0.9,0.9,0.4,0.0,0.38851138401779445,0.38803871775647897
Tamil Nadu,Tiruchirappalli,2722290.0,875727.0,0.7489947801299641,0.17807030110678876,0.014620994899095265,0.34528683025646123,0.3451817746854899,0.0005389807554180698,0.5169499170403562,0.3,0.5,0.5,0.85,0.3849585354721539,0.3876973148076207
Bihar,Sheohar,656246.0,166000.0,0.4323043492836528,0.1477692816413357,0.031897590361445786,0.702566265060241,0.5829578313253012,0.001042168674698795,0.9547228915662651,0.75,0.05,1.0,0.0,0.387910432730991,0.38769499383281947
Tamil Nadu,Tirunelveli,3077233.0,1064667.0,0.7387991094596996,0.1884758157734562,0.010436126976791804,0.3322268840867614,0.32737372342713733,0.0005372571893371355,0.5146792377334884,0.3,0.5,0.5,0.85,0.3854851736436489,0.38760130147720046
Bihar,Katihar,3071029.0,738070.0,0.4168602771253544,0.14427444351714033,0.04300811576137765,0.6795493652363597,0.5639221212080155,0.0009917758478193124,0.9053775387158399,0.75,0.05,1.0,0.0,0.3886845056850083,0.38758880813610835
Bihar,Madhepura,2001762.0,510278.0,0.4169211924294696,0.17924558463993223,0.04932605364134844,0.6762823402145497,0.5133926996656725,0.0009543817291750771,0.9529668141679634,0.75,0.05,1.0,0.0,0.39130889219896714,0.38751901252671295
Tripura,North Tripura,693947.0,192621.0,0.7499160598720075,0.42423124532565165,0.06302531915004075,0.10386717959101033,0.5234475991714299,0.000721624329642147,0.780999994808458,0.9,0.6,0.6,0.0,0.3497159755057059,0.3873397598026111
Bihar,Araria,2811569.0,703274.0,0.4253027402137383,0.14991700363747076,0.030652348871136995,0.7181710115829677,0.4783512542764271,0.0010067199981799412,0.9371326111871049,0.75,0.05,1.0,0.0,0.39029058385742116,0.3871803642118513
Tamil Nadu,Erode,2251744.0,843684.0,0.6628915187516876,0.173804393394631,0.012085093471015215,0.3269920965669611,0.18391601594909943,0.0006175297860336335,0.48748820648489244,0.3,0.5,0.5,0.85,0.39442507188663495,0.3869354366673941
Andhra Pradesh,Prakasam,3397448.0,1087575.0,0.5605486824228068,0.27638568713928807,0.029510608463784106,0.48431234627496955,0.30228535963037034,0.0007861526791255775,0.8031501275774084,0.3,0.05,0.6,0.95,0.38690409298715184,0.3864386818905092
Himachal Pradesh,Sirmaur,529855.0,192156.0,0.6844230968849968,0.3246303233903615,0.013067507650034347,0.18594787568433982,0.11970482316451217,0.0006453090197547826,0.8904327733716355,0.9,1.0,0.4,0.0,0.3877203716083019,0.38640663644983875
Tamil Nadu,Thoothukkudi,1750176.0,636739.0,0.7711778701113488,0.2015831550655477,0.011913829685318475,0.3360607721531114,0.27496509558861637,0.0004868556818413824,0.527811238199639,0.3,0.5,0.5,0.85,0.3824734274258754,0.38632939440507985
Bihar,Sitamarhi,3423574.0,856964.0,0.4196766303284229,0.11937904657530406,0.053239109227458795,0.6694913671986221,0.6014920113330315,0.0010105442002231132,0.9420395722574111,0.75,0.05,1.0,0.0,0.3866406951613583,0.3856231239048072
Tamil Nadu,Theni,1245899.0,410623.0,0.6983551636208072,0.20871274477305143,0.013671908295443753,0.3333300862348188,0.15971341108510725,0.0005309006071262447,0.4610750006697141,0.3,0.5,0.5,0.85,0.3927011784820767,0.38554424896025463
Sikkim,South District,146850.0,39298.0,0.7268709567585973,0.3230847803881512,0.03944221079953178,0.09695149880401038,0.2662221996030332,0.0008142908036032368,0.7922795053183368,1.0,1.0,0.4,0.0,0.3845110420073516,0.38510591644616954
Bihar,Saharsa,1900661.0,470697.0,0.4235347597493714,0.17007662071247845,0.0522459246606628,0.6416165813676314,0.5413057657049014,0.000985772163408732,0.9191709316184297,0.75,0.05,1.0,0.0,0.3869421444955038,0.3842568671165184
Andhra Pradesh,Medak,3033288.0,789132.0,0.5397235607037644,0.23305798855894988,0.0310125555673829,0.4603792521403263,0.31035111996472076,0.0009960310822523988,0.7522860560717345,0.3,0.05,0.6,0.95,0.3847862283244668,0.3838858148743256
Uttarakhand,Nainital,954605.0,298663.0,0.7296211522043149,0.2081499677877237,0.026739167556744558,0.12159859105413125,0.1409180246632492,0.0005558103949936886,0.6465012405286226,0.9,1.0,0.5,0.0,0.38568918275472974,0.38388000518154847
Tamil Nadu,The Nilgiris,735394.0,264105.0,0.7746146963396492,0.3653701281217959,0.01481229056625206,0.276143957895534,0.17189754075083774,0.0005263058253346207,0.42455084152136463,0.3,0.5,0.5,0.85,0.38793608764713944,0.38343048474687597
Gujarat,Panch Mahals,2390776.0,567601.0,0.6026516076788457,0.3438423340371494,0.018837176114911706,0.5639348767884482,0.4672102409967565,0.000695911388457737,0.8163533890884618,0.75,0.05,0.5,0.7,0.3782228492908867,0.3834134821343593
Andhra Pradesh,Nizamabad,2551335.0,720298.0,0.5447383428675576,0.22106661806466027,0.03153833552224218,0.4699041230157518,0.22482777961343778,0.0009176757397632646,0.7846266406404017,0.3,0.05,0.6,0.95,0.3841990848130978,0.3833227469046815
Jammu And Kashmir,Anantnag,1078692.0,277733.0,0.5057347231647217,0.1092360006378095,0.02394385975019173,0.18540468723558237,0.16158324721945178,0.0014546344870793172,0.7455613844951806,0.9,0.9,0.4,0.0,0.3817887994724123,0.3832700002550587
Bihar,Pashchim Champaran,3935042.0,936134.0,0.44713144103671576,0.20431548125788745,0.03913435469708396,0.6285232669681905,0.46699617789760867,0.0009987886349603797,0.8967882803102974,0.75,0.05,1.0,0.0,0.3837101546276853,0.38319245971466104
Bihar,Madhubani,4487379.0,1088786.0,0.4803111125670464,0.13173569694024062,0.03956792243838551,0.6666783004189988,0.6113561342632987,0.0010011150033156194,0.9621284623424622,0.75,0.05,1.0,0.0,0.37780489466680334,0.38317919214386764
Jammu And Kashmir,Samba,318898.0,114236.0,0.7153980269553274,0.34308148687040996,0.01630834412969642,0.36677579747190026,0.16855457123848874,0.001216779298995063,0.8250201337581848,0.9,0.9,0.4,0.0,0.38488897207160944,0.38287197724005434
Bihar,Nawada,2219146.0,424874.0,0.49163597167559053,0.2555744416996448,0.08118642232756064,0.6259008553123985,0.5053074558575013,0.0013203914572320265,0.8933260213616272,0.75,0.05,1.0,0.0,0.3847324000494808,0.3828051896877183
Himachal Pradesh,Lahul AND Spiti,31564.0,17434.0,0.6920859206691167,0.8852490178684578,0.0030400367098772515,0.07858208099116669,0.1003212114259493,0.00045887346564184924,1.0,0.9,1.0,0.4,0.0,0.4139496739678149,0.382672897698341
Tamil Nadu,Tiruppur,2479052.0,894908.0,0.710177116091151,0.16189010960641406,0.008731623809374818,0.27732571392813565,0.12050288968251485,0.0005698909832072123,0.39879630084880235,0.3,0.5,0.5,0.85,0.38246229976387003,0.38262885729779256
Bihar,Purba Champaran,5099371.0,1243825.0,0.4465172273207813,0.12985660388310638,0.04451751653166643,0.6406375494945028,0.47694731975961246,0.0009599421140433742,0.9183446224348281,0.75,0.05,1.0,0.0,0.38033924710885736,0.3818495575886256
Tamil Nadu,Madurai,3038252.0,1010441.0,0.7482690705050141,0.13826107906783242,0.01037071931958422,0.28025287968322743,0.24355702114225372,0.0004532674347141496,0.41340167313084086,0.3,0.5,0.5,0.85,0.376128017780998,0.3816582460827065
Bihar,Kishanganj,1690400.0,445150.0,0.4407572172266919,0.10491126360624704,0.029675390317870382,0.6677524429967426,0.5105604852296979,0.0009030663821183871,0.9026013703246096,0.75,0.05,1.0,0.0,0.3805337479469264,0.38126357032579916
Tamil Nadu,Thiruvallur,3728104.0,1119433.0,0.7488313094269903,0.23306458188934642,0.015237178107131022,0.2510065363447388,0.13576426637413763,0.00048149375621408337,0.34592244466618366,0.3,0.5,0.5,0.85,0.38025906763409995,0.3810948422696888
Tamil Nadu,Kancheepuram,3998252.0,1213504.0,0.7536748559120335,0.2474308772933772,0.010996255471757818,0.26637077422076894,0.1555272994567797,0.0004458164126364643,0.36159666552397024,0.3,0.5,0.5,0.85,0.3815736039493588,0.3807941804261119
Nagaland,Zunheboto,140757.0,37311.0,0.7309121393607423,0.9701897596567134,0.011846372383479404,0.16397309104553617,0.10849347377449009,0.0009648629090616708,0.8380102382675351,1.0,0.8,0.3,0.0,0.381703549918101,0.38044342287722316
Bihar,Khagaria,1666886.0,394703.0,0.4607561644887533,0.1486820334443987,0.07360724392771274,0.6220753325918476,0.6053336306032637,0.0010286215204850229,0.9467777037418008,0.75,0.05,1.0,0.0,0.38063981889090837,0.38026153142963726
Bihar,Supaul,2229076.0,600102.0,0.46354767625688853,0.16348343439164928,0.03697704723530333,0.6491346471099912,0.48042332803423415,0.0008881823423351363,0.9536495462438053,0.75,0.05,1.0,0.0,0.3803912003259405,0.3800467791808217
Andhra Pradesh,Karimnagar,3776269.0,1165280.0,0.5843940143035361,0.21621923650036584,0.03646591377179734,0.4449213922833997,0.26213098997665796,0.0008246944940271866,0.7528113414801593,0.3,0.05,0.6,0.95,0.37670713095611186,0.3798000756301971
Mizoram,Lunglei,161428.0,38794.0,0.7503159303218773,0.9521954060014372,0.021575501366190648,0.09743774810537711,0.25057998659586533,0.0006702067329999484,0.5536680930040728,1.0,0.85,0.3,0.0,0.38098697071856213,0.37969587993527354
Bihar,Darbhanga,3937385.0,1002713.0,0.4613808403293049,0.1570737939012822,0.06565886749249286,0.5905987057114049,0.5566089200000399,0.0009913105744116214,0.9047194960073321,0.75,0.05,1.0,0.0,0.377571162696004,0.37910482806214785
Andhra Pradesh,Anantapur,4081148.0,1244428.0,0.5662524368143473,0.18065064045704787,0.01920480734923997,0.4669221521855825,0.1648902146206932,0.0007786710038668368,0.7256321779966378,0.3,0.05,0.6,0.95,0.37717882591180885,0.3777696700015119
Uttarakhand,Dehradun,1696694.0,497638.0,0.7423294948882946,0.20072211017425654,0.01977340958688846,0.07865355941467493,0.07808085395407907,0.000438069440034724,0.45865669422351185,0.9,1.0,0.5,0.0,0.37897225752418556,0.3771974196177783
Jammu And Kashmir,Jammu,1529958.0,502609.0,0.7432458930245144,0.29228514769686487,0.02497368729967032,0.2680652356006359,0.14056851349657487,0.0008038057416401218,0.5064891396692061,0.9,0.9,0.4,0.0,0.36956881185981727,0.3771700368435882
Jammu And Kashmir,Shupiyan,266215.0,80888.0,0.5127434592340777,0.0821253498112428,0.02957175353575314,0.17834536643259816,0.10399564830382751,0.0014711700128572842,0.9348234595984571,0.9,0.9,0.4,0.0,0.37888493888867797,0.37698320315817935
Himachal Pradesh,Kangra,1510075.0,627328.0,0.7632998361008559,0.2675026074863831,0.007740767190369312,0.18124968118751275,0.16965925321362987,0.0005053177922872883,0.9378204065496837,0.9,1.0,0.4,0.0,0.37230419743670407,0.37696216509933794
Jammu And Kashmir,Pulwama,560440.0,169223.0,0.524512882734994,0.041055242309613875,0.02108460433865373,0.15064737062928799,0.11518528805186057,0.0012586941491404833,0.8717491121183291,0.9,0.9,0.4,0.0,0.37125282928885656,0.37659921934017826
Bihar,Gaya,4391418.0,807571.0,0.5232052608064184,0.30455971169221424,0.06375786153787097,0.6394868067327826,0.5319457979546071,0.0012122773106017922,0.8622015897054253,0.75,0.05,1.0,0.0,0.3834239191931824,0.3759626082541518
Andhra Pradesh,Kurnool,4053463.0,1090835.0,0.5247762222080231,0.20248760134235838,0.022305848272195155,0.4010643222852219,0.16048439956547048,0.0009552315428089491,0.7185807202739186,0.3,0.05,0.6,0.95,0.3786159165718332,0.3757636150539364
Himachal Pradesh,Bilaspur,381956.0,164445.0,0.7530186723078051,0.2871587303249589,0.006360789321657697,0.13905561129861047,0.11760771078476086,0.003210799963513637,0.9271063273434887,0.9,1.0,0.4,0.0,0.37127989858874233,0.37531044200934044
Bihar,Samastipur,4261566.0,1056465.0,0.5028386278659066,0.18890051215914525,0.07711661058340788,0.6465391659922477,0.602789491369804,0.0009512856554642132,0.9588382009815754,0.75,0.05,1.0,0.0,0.3801858014823977,0.3748468770917275
Sikkim,East District,283583.0,82138.0,0.7557893103606351,0.33055930715169807,0.03537948330857825,0.05795125276972899,0.17245367552168303,0.00081570040663274,0.49460663760987605,1.0,1.0,0.4,0.0,0.37723602235854925,0.37466701147828396
Nagaland,Wokha,166343.0,46669.0,0.7707447863751405,0.9415544988367409,0.006149692515374231,0.19874006299685015,0.08266729520666824,0.0008999550022498875,0.8249373245623434,1.0,0.8,0.3,0.0,0.3770052074695881,0.37459482561400786
Himachal Pradesh,Una,521173.0,205217.0,0.766952624176617,0.23810135981718164,0.009131797073341877,0.20836967697607897,0.10930381011319724,0.0005262721899257859,0.9019282028292003,0.9,1.0,0.4,0.0,0.3723938935610843,0.3743006931300491
Himachal Pradesh,Mandi,999777.0,462825.0,0.7239084315802424,0.30659437054463146,0.007501755523145898,0.07672230324636742,0.09713390590395939,0.0005034300221465997,0.9315162318370874,0.9,1.0,0.4,0.0,0.37083162856418095,0.3731900647122222
Jammu And Kashmir,Baramula,1008039.0,259475.0,0.5408014967674862,0.03886853584037919,0.029505732729550052,0.10845746218325465,0.09592831679352538,0.0014914731669717698,0.8114192118701223,0.9,0.9,0.4,0.0,0.365882786086538,0.3727338585891907
Jammu And Kashmir,Badgam,753745.0,187839.0,0.44530842658989445,0.03221248565496289,0.019873402222115748,0.056654901271833855,0.08429559356683117,0.0010700653218980085,0.855248377599966,0.9,0.9,0.4,0.0,0.37276748191575787,0.3726490491771788
Kerala,Wayanad,817420.0,277988.0,0.7897837097208289,0.22512417117271416,0.059315510022015336,0.04437601623091644,0.13985855504554154,0.0008417629537965667,0.9575341381642373,0.3,0.8,0.6,0.5,0.37746413710399146,0.3716769046444301
Himachal Pradesh,Shimla,814010.0,375165.0,0.7526222036584317,0.2758344492082407,0.009835672304186157,0.14075673370383698,0.07307184838670985,0.00041581704050217905,0.7443898018205323,0.9,1.0,0.4,0.0,0.3708462120186239,0.37167484682133034
Gujarat,Banas Kantha,3120506.0,804197.0,0.5463610709288814,0.19599866175549735,0.025215214679985127,0.5116097175194635,0.4128801773694754,0.0005956252012877442,0.8291164975745993,0.75,0.05,0.5,0.7,0.37170061369213436,0.3716487094968693
Mizoram,Champhai,125745.0,31112.0,0.8016382361127679,0.9820112131695097,0.028895602982771922,0.0249742864489586,0.14470300848547185,0.0007071226536384675,0.591250964258164,1.0,0.85,0.3,0.0,0.37021061584169457,0.37138182574829853
Karnataka,Bidar,1703300.0,389403.0,0.6121487700346386,0.3731620971056185,0.036222114364809724,0.5935008204867451,0.25402988677539723,0.0009681486788750986,0.7373697685944895,0.3,0.55,0.35,0.35,0.35566377177241704,0.3713530344823586
Tripura,South Tripura,876001.0,264077.0,0.7383667370242728,0.5536557606669399,0.03398251267622701,0.09379839970917574,0.6322663465580115,0.0006437516330464221,0.8299511127436316,0.9,0.6,0.6,0.0,0.35648598969665846,0.37132542855549305
Bihar,Vaishali,3495021.0,750811.0,0.5512813799974307,0.21181703915369893,0.10244655445911155,0.6035646787274027,0.5643817152385887,0.0010295533762824465,0.9314154960436115,0.75,0.05,1.0,0.0,0.3736101696829069,0.3712978112636639
Bihar,Saran,3951862.0,777622.0,0.5459335371528662,0.12926868397732513,0.07125184215467155,0.6376375668383868,0.46949031791796014,0.0011470868879738484,0.9018816340072683,0.75,0.05,1.0,0.0,0.369027083827146,0.3712110815952193
Bihar,Jehanabad,1125313.0,214792.0,0.5499634323961422,0.19928588757083585,0.07443014637416663,0.6025876196506388,0.4975697418898283,0.0011546053856754442,0.8690267793958807,0.75,0.05,1.0,0.0,0.3703412688433178,0.3707429035132623
Andhra Pradesh,Sri Potti Sriramulu Nellore,2963557.0,953513.0,0.6182398381404508,0.3214329942025748,0.029604210954648758,0.48227868943580215,0.2656565773093812,0.0007456636668823602,0.7227347713140775,0.3,0.05,0.6,0.95,0.38197914229236807,0.37065682376984327
Bihar,Aurangabad,2540073.0,477297.0,0.5771495543632014,0.24136983464648457,0.05241809607016176,0.6252333452755832,0.4622132550592189,0.0012256519525578413,0.8973259836118811,0.75,0.05,1.0,0.0,0.3695736352275202,0.37057386062072273
Karnataka,Yadgir,1174271.0,262995.0,0.4343145662287496,0.3578083764309942,0.03816042130078519,0.6217076370273199,0.23168121066940436,0.0013194167189490296,0.7900796593091124,0.3,0.55,0.35,0.35,0.3813717848462695,0.37035994498465763
Bihar,Kaimur (Bhabua),1626384.0,340442.0,0.5658417692254719,0.2625880480870446,0.04628394851399063,0.5931024961667479,0.4315830596694885,0.001066260919628013,0.955061361406642,0.75,0.05,1.0,0.0,0.3690778070337782,0.37032897361358386
Kerala,Idukki,1108974.0,412433.0,0.8323098647939446,0.18152003563654331,0.05359415953621558,0.06281505117194792,0.17738638760719924,0.0007977053242587281,0.9495117994922811,0.3,0.8,0.6,0.5,0.3699214447314063,0.37014645461646234
Bihar,Arwal,700843.0,144294.0,0.5512661180892154,0.2024761608520025,0.06260135556571998,0.6151607135431827,0.4599636852537181,0.0010326139687027874,0.9309742608840285,0.75,0.05,1.0,0.0,0.3704395025781547,0.36976793086706494
Karnataka,Chamarajanagar,1020791.0,319880.0,0.5537656582003564,0.3719311788603152,0.05011879454795548,0.5688570714017757,0.21561835688383144,0.0007440290108790796,0.8211829436038515,0.3,0.55,0.35,0.35,0.3624800406097334,0.3690758373713585
Bihar,Muzaffarpur,4801062.0,1119394.0,0.5226410323382619,0.15787215411923444,0.07018619002781862,0.6072759010678992,0.5373237662520971,0.0009505142961280836,0.8921738011817109,0.75,0.05,1.0,0.0,0.37126057895098624,0.36901312622231336
Mizoram,Saiha,56574.0,12827.0,0.74650899706579,0.9673171421501043,0.03422468231075076,0.046230607312699776,0.2593747563732751,0.001403289935292742,0.5490761674592656,1.0,0.85,0.3,0.0,0.3791008906279932,0.36872232552888967
Bihar,Sheikhpura,636342.0,132638.0,0.5165084184290837,0.20701446706330873,0.07085450625009423,0.5448363214161854,0.5181772945912936,0.0011535155837693572,0.8164553144649347,0.75,0.05,1.0,0.0,0.36985987683071664,0.36823213946668987
Nagaland,Kohima,267988.0,76100.0,0.7369322506977924,0.8386121766646267,0.008541392904073587,0.06926412614980289,0.12003942181340342,0.0007752956636005256,0.4184625492772667,1.0,0.8,0.3,0.0,0.36317529725280223,0.36793522267615764
Bihar,Nalanda,2877653.0,616663.0,0.5281849479419513,0.2116704133542161,0.0723604302512069,0.536275080554533,0.49787971712264234,0.001011897908582159,0.8337471195774677,0.75,0.05,1.0,0.0,0.3679532840105921,0.367721062522281
Kerala,Palakkad,2809934.0,894341.0,0.7969909613535406,0.1611443542802073,0.0342028376201024,0.06608105856714609,0.13016287970695742,0.0007737540826150205,0.7445694651145368,0.3,0.8,0.6,0.5,0.3718612431886149,0.3673390970403488
Tamil Nadu,Coimbatore,3458045.0,1169752.0,0.7622535276435095,0.16317109812046982,0.007811912268583426,0.17924910579336475,0.07986479185331592,0.0006197894938414296,0.24346613641182063,0.3,0.5,0.5,0.85,0.3666121503076676,0.3670341981614647
Bihar,Bhagalpur,3037766.0,653161.0,0.5178364627163514,0.12698443527249959,0.07447321563902315,0.555699130842166,0.5428615609321439,0.001021187731661872,0.799997244171039,0.75,0.05,1.0,0.0,0.36557296826938046,0.3665467577125327
